"OBJECTID","ProjectID","CapproID","Department","Category","Name","Status","Manager","Phone","Email","BondAmount","District 1","District 2","District 3","District 4","District 5","District 6","District 7","District 8","District 9","District 10","District 11","District 12","District 13","District 14","City Wide","LastModDt","DsgnAwardC","DsgnCmpltC","CnstAwardC","CnstStartC","CnstCmpltC","District","Legend"
"98","24972","PB12S598","PBW","Street Resurfacing","Spring Glen Dr from Willow Glen Dr To Cedar Glen Dr","Under Award - Construction","Mathew Ittoop",,,"$104,400.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:50:45 PM",,,"04/13/2016","06/30/2016","02/28/2017","3","Public Works - Street"
"74","24668","PB12S309","PBW","Street Reconstruction Thoroughfares","Canada Dr from Tamerisk St to Westmoreland Rd","Under Award - Design","Ashok Patel","214-948-4244","barbara.reading@dallascityhall.com","$4,150,000.00","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM","03/25/2015","12/11/2016","01/11/2017","02/12/2017","12/31/2018","6","Public Works - Street"
"75","24671","PB12S313","PBW","Street Reconstruction Thoroughfares","Hampton Rd (S) from Crow Creek Dr to north of W. Ledbetter Dr.","Under Award - Design","Syed Muntajibuddin","214-948-4001","wilkens.engmann@dallascityhall.com","$1,855,900.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","10/15/2016","02/10/2017","04/15/2017","08/02/2018","4","Public Works - Street"
"76","24561","PB12S204","PBW","Alley Petitions","Alley between Idaho Ave and Maryland Ave from Holden Ave to estimated 250' s to Dallas Power & Light property","Under Award - Design","Matt Stevens","214-948-4163","matthew.stevens@dallascityhall.com","$85,700.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Jul 15 06:35:57 PM","12/11/2013","07/31/2015","08/24/2016","11/24/2016","09/30/2017","4","Public Works - Alley"
"77","24775","PB12S423","PBW","Street Petitions","Michigan Ave from Saner Ave to Hobson Ave","Under Award - Design","Vincent Lewis","214-948-4244","vincent.lewis@dallascityhall.com","$446,900.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 11:04:38 AM","12/11/2013","09/30/2016","11/09/2016","01/31/2017","04/30/2018","4","Public Works - Street"
"78","24667","PB12S308","PBW","Street Reconstruction Thoroughfares","Bonnie View from Overton to Springview","Under Award - Design","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$523,300.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","08/29/2016","12/14/2016","02/13/2017","12/29/2017","4","Public Works - Street"
"79","24670","PB12S312","PBW","Street Reconstruction Thoroughfares","Fordham from Bonnie View to Illinois","Under Award - Design","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$1,521,300.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","08/29/2016","12/14/2016","02/13/2017","12/29/2017","4","Public Works - Street"
"80","24669","PB12S311","PBW","Street Reconstruction Thoroughfares","Ewing Ave (S) from Galloway Ave to Genoa Ave","Under Award - Design","Syed Muntajibuddin","214-948-4001","wilkens.engmann@dallascityhall.com","$1,161,000.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","10/30/2015","09/26/2016","11/25/2016","10/28/2017","4","Public Works - Street"
"81","24677","PB12S319","PBW","Street Reconstruction Thoroughfares","Overton Rd (E) from Biglow to Garrison","Under Award - Construction","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$1,510,300.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","05/10/2015","09/22/2015","01/19/2016","06/09/2017","4","Public Works - Street"
"82","24684","PB12S326","PBW","Street Resurfacing","Bonnie View from Springview to Fordham","Under Award - Construction","Mathew Ittoop",,,"$316,400.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:44:17 AM",,,"04/13/2016","06/30/2016","02/28/2017","4","Public Works - Street"
"83","24828","PB12S601","PBW","Target Neighborhood","Arizona from Saner to Kiest","Under Award - Design","Horacio Pizzarello","214-948-5350","horacio.pizzarello@dallascityhall.com","$1,714,300.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 11 05:47:11 PM","10/23/2013","06/17/2016","09/28/2016","11/14/2016","11/13/2017","4","Public Works - Other"
"84","24834","PB12S607","PBW","Target Neighborhood","McVey from Beckley to Marsalis","Under Award - Design","Horacio Pizzarello","214-948-5350","horacio.pizzarello@dallascityhall.com","$1,347,000.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 11:08:52 AM","10/23/2013","06/17/2016","09/28/2016","11/14/2016","11/13/2017","4","Public Works - Other"
"85","24830","PB12S603","PBW","Target Neighborhood","Hendricks from Denley to Moore","Under Award - Design","Liong So","214-948-4570","liong.so@dallascityhall.com","$551,000.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Sep 06 11:45:07 AM","12/11/2013","10/31/2016","02/09/2017","03/27/2017","12/31/2017","4","Public Works - Other"
"86","24837","PB12S610","PBW","Target Neighborhood","Yancy St from Carbondale St to Saipan St","Under Award - Design","Liong So","214-948-4570","lion.so@dallascityhall.com","$500,800.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 29 11:08:52 AM","12/11/2013","12/30/2016","02/09/2017","04/27/2017","12/31/2017","7","Public Works - Other"
"87","24884","PB12S509","PBW","Street Resurfacing","Hudspeth Ave from Biglow St to Cardinal Dr","Under Award - Construction","Mathew Ittoop",,,"$387,700.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:39:59 PM",,,"04/13/2016","06/30/2016","02/28/2017","4","Public Works - Street"
"88","24731","PB12S375","PBW","Street Resurfacing","Polk St (S) from Town Creek Drive to Brook Valley Lane","Remaining to-be-awarded","Mathew Ittoop",,,"$98,800.00","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 23 04:32:02 PM",,,"04/14/2017","06/01/2017","02/28/2018","3,4","Public Works - Street"
"89","24773","PB12S421","PBW","Street Petitions","Gardenview Dr from Alto Garden Dr to Loma Garden Av","Under Award - Design","Horacio Pizzarello","214-948-5350",,"$1,469,400.00","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 11:04:38 AM","05/27/2015","10/01/2016","02/11/2017","04/12/2017","02/11/2018","5","Public Works - Street"
"90","24733","PB12S379","PBW","Street Resurfacing","Red Bird Ln (W) from S Polk Street to Bar Harbor Drive","Under Award - Construction","Mathew Ittoop",,,"$765,000.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:30:44 PM",,,"04/13/2016","06/30/2016","02/28/2017","3","Public Works - Street"
"91","24807","PB12S455","PBW","Street Reconstruction","Mayforge Dr from Le Forge Ave To E Ledbetter Dr","Under Award - Design","Syed Muntajibuddin","214-948-4001","wilkens.engmann@dallascityhall.com","$1,963,900.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 11:04:38 AM","09/25/2013","09/15/2016","01/25/2017","04/01/2017","11/15/2017","4","Public Works - Street"
"92","24806","PB12S454","PBW","Street Reconstruction","Ledbetter Dr (E) from Kolloch Dr To Mayforge Dr","Under Award - Design","Syed Muntajibuddin","214-948-4001","wilkens.engmann@dallascityhall.com","$578,100.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 11:04:38 AM","09/25/2013","09/15/2016","01/25/2017","04/01/2017","11/15/2017","4","Public Works - Street"
"93","24811","PB12S459","PBW","Street Reconstruction","Stratton Dr from Calcutta Dr To Penguin Dr","Under Award - Construction","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$213,900.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 10 12:22:33 PM","09/25/2013","05/11/2015","08/26/2015","03/17/2016","12/31/2016","3","Public Works - Street"
"94","24810","PB12S458","PBW","Street Reconstruction","Rocky Ridge Rd From E Ledbetter Dr To Woodacre Dr","Under Award - Construction","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$408,100.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 10 12:21:31 PM","09/25/2013","05/11/2015","08/26/2015","12/31/2016","03/31/2017","4","Public Works - Street"
"95","24801","PB12S449","PBW","Street Reconstruction","Brierfield Dr From Brierfield Cir To W Camp Wisdom Rd","Under Award - Construction","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$573,600.00","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","2016 Aug 29 11:04:39 AM","09/25/2013","06/01/2015","09/22/2015","04/04/2016","06/09/2017","3,8","Public Works - Street"
"96","24803","PB12S451","PBW","Street Reconstruction","Five Mile Dr from Frio Dr To Burnside Ave","Under Award - Construction","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$213,000.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 11:04:39 AM","09/25/2013","05/11/2015","08/26/2015","09/12/2016","12/31/2016","3","Public Works - Street"
"97","24966","PB12S592","PBW","Street Resurfacing","Linfield Rd from Seay Dr To Humphrey Dr","Under Award - Construction","Mathew Ittoop",,,"$57,700.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:50:04 PM",,,"04/13/2016","06/30/2016","02/28/2017","4","Public Works - Street"
"99","24971","PB12S597","PBW","Street Resurfacing","Silvery Moon Dr from Singing Hills Dr To Silvery Moon Cir","Under Award - Construction","Mathew Ittoop",,,"$128,400.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Sep 06 11:45:07 AM",,,"04/13/2016","06/30/2016","02/28/2017","3","Public Works - Street"
"100","24960","PB12S586","PBW","Street Resurfacing","Bowling Brook Dr from Humoresque Dr To Lazy River Dr","Remaining to-be-awarded","Mathew Ittoop",,,"$121,800.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:49:25 PM",,,"04/12/2017","04/12/2017","12/30/2017","3","Public Works - Street"
"101","24973","PB12S599","PBW","Street Resurfacing","Underwood St from Kilburn Ave To Modree Ave","Remaining to-be-awarded","Mathew Ittoop",,,"$34,200.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 24 06:10:21 PM",,,"04/12/2017","06/01/2017","12/30/2017","4","Public Works - Street"
"102","24800","PB12S448","PBW","Street Reconstruction","Bismark Dr from E. Ledbetter to 51st","Under Award - Design","Soon Wong","214-948-4001","wilkens.engmann@dallascityhall.com","$900,600.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 02:12:04 PM","09/25/2013","07/30/2016","12/14/2016","02/01/2017","02/28/2018","4","Public Works - Street"
"103","24812","PB12S460","PBW","Street Reconstruction","Tacoma from Ann Arbor to Marjorie","Under Award - Construction","Dhiyaa Tohme","214-948-4263","dhiyaa.tohme@dallascityhall.com","$608,500.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 12 05:49:46 PM","09/25/2013","04/15/2015","08/26/2015","04/18/2016","05/30/2017","4","Public Works - Street"
"104","24804","PB12S452","PBW","Street Reconstruction","Haas from Marjorie to 51st","Under Award - Design","Soon Wong","214-948-4001","wilkens.engmann@dallascityhall.com","$413,800.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 02:12:30 PM","09/25/2013","07/30/2016","12/14/2016","02/01/2017","02/28/2018","4","Public Works - Street"
"105","24961","PB12S587","PBW","Street Resurfacing","Caravan Trl from Singing Hills Dr to Lazy River Dr","Under Award - Construction","Mathew Ittoop",,,"$263,400.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:49:51 PM",,,"04/13/2016","06/30/2016","02/28/2017","3","Public Works - Street"
