OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
102135,1020102,PB24Y239,2000-2200 Orial Ave,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,412354,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,04,412354,0,0,0,4,1030.33719597806
102136,1020103,PB24Y151,1800 Olive St,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,122480,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/17 06:00:00+00,,,,,,14,122480,122480,0,0,14,181.111124384087
102137,1020104,PB24Y152,1900-2000 Mckinney Ave,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,543443,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,543443,543443,0,0,14,850.978053838081
102138,1020105,PB24Y153,2200 N Harwood St,MCKINNEY AVE to HARRY HINES BLVD,2024,Street and Transportation,Street Resurfacing - Arterials,Remaining To Be Awarded,,,,,451177,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,14,451177,451177,0,0,14,751.982560630963
102139,1020106,PB24Y154,3100 Lemmon Ave,MCKINNEY AVE to CARLISLE ST,2024,Street and Transportation,Street Resurfacing - Arterials,Remaining To Be Awarded,,,,,401146,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/05 06:00:00+00,,,,,,14,401146,401146,0,0,14,652.753104538586
102140,1020107,PB24Y155,3600 Live Oak St,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,215964,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,215964,215964,0,0,14,234.320037815254
102141,1020108,PB24Y156,3600-4300 W Illinois Ave (District 1),COOMBS CREEK DR to S COCKRELL HILL RD,2024,Street and Transportation,Street Resurfacing - Arterials,Remaining To Be Awarded,,,,,2035536,,,,,,2025/03/01 06:00:00+00,,2025/03/01 06:00:00+00,,2025/04/12 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/03/01 06:00:00+00,2025/03/01 06:00:00+00,2025/04/12 05:00:00+00,01,2035536,2035535,0,0,1,3839.2959112705
102142,1020109,PB24Y157,3600-4300 W Illinois Ave (District 3),,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,2035536,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024/10/06 05:00:00+00,,,,,,03,2035536,2035535,0,0,3,3822.13539839977
102143,1020110,PB24Y158,3700 Parry Ave,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,283214,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,07,283214,0,0,0,7,525.451614826866
102144,1020111,PB24Y159,4100-4700 Elsie Faye Heggins St,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,2457960,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,07,2457960,0,0,0,7,5867.45333798268
102145,1020112,PB24Y160,4300 Cole Ave,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,399359,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,399359,0,0,0,14,648.954823080391
102146,1020113,PB24Y161,4600 Cole Ave,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,387338,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,387338,0,0,0,14,763.441235962327
102147,1020114,PB24Y162,700 Commerce St,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,214583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,214583,214583,0,0,14,279.023076565958
102148,1020115,PB24Y163,800 Elm St,N AUSTIN ST to N LAMAR ST,2024,Street and Transportation,Street Resurfacing - Arterials,Remaining To Be Awarded,,,,,232777,,,,,,2025/03/01 06:00:00+00,,2025/03/01 06:00:00+00,,2025/04/12 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/30 06:00:00+00,,,2025/03/01 06:00:00+00,2025/03/01 06:00:00+00,2025/04/12 05:00:00+00,14,232777,232777,0,0,14,290.790685325695
102149,1020116,PB24Y164,800-1100 Graham Ave,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,723903,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,02,723903,0,0,0,2,1467.55620120248
102150,1020117,PB24Y165,10200-10300 Teagarden Rd,Awaiting Further Input,2024,Street and Transportation,Street Resurfacing - Collectors,On Hold,,,,,573657,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/11/18 06:00:00+00,,,,,,08,573657,573657,0,0,8,1695.02220353268
102151,1020118,PB24Y166,1100-1300 Ross Ave,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,500000,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,500000,500000,0,0,14,561.634461719118
102152,1020119,PB24Y167,11100-11200 Rosser Rd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,665192,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,665192,0,0,0,13,1081.19186195394
102153,1020120,PB24Y168,11200 Kleberg Rd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,65545,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,65545,0,0,0,8,213.350132749679
102154,1020121,PB24Y169,11800 Lochwood Blvd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,470183,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,09,470183,0,0,0,9,848.859467033472
102155,1020122,PB24Y170,1300-1600 Greenville Ave,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,999331,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,999331,0,0,0,14,1622.07446033409
102156,1020123,PB24Y240,2000-2400 Skylark Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,1009578,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,04,1009578,0,0,0,4,2509.41488463563
102157,1020124,PB24Y241,2100-2300 Barberry Dr,Leander Dr to Walter Dr,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,592013,,,,,,2025/01/08 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/29 06:00:00+00,,,2025/01/08 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,01,592013,592013,0,0,1,2575.55832687408
102158,1020125,PB24Y242,2200-2400 Romine Ave,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,518752,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/10/06 05:00:00+00,,,,,,07,518752,518752,0,0,7,1296.95496208836
102159,1020126,PB24Y243,2300-2700 Peabody Ave,KIMBLE ST to S MALCOLM X BLVD,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,1072022,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,07,1072022,1072022,0,0,7,2323.93710419958
102160,1020127,PB24Y244,2400-2600 Meyers St,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,757783,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,07,757783,0,0,0,7,1642.36151402724
102161,1020128,PB24Y245,2400-2700 Homer St,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,607120,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,607120,0,0,0,14,1518.64713324539
102162,1020129,PB24Y246,2400-2800 Kenesaw Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,1000000,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,06,1000000,0,0,0,6,2167.5582418574
102163,1020130,PB24Y247,2400-2800 Ruidosa Ave,STALLCUP DR to SHILOH RD,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,754696,,,,,,2025/03/01 06:00:00+00,,2025/03/01 06:00:00+00,,2025/04/12 05:00:00+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/03/01 06:00:00+00,2025/03/01 06:00:00+00,2025/04/12 05:00:00+00,09,754696,754696,0,0,9,1886.359263545
102164,1020131,PB24Y248,2600-2700 Maple Springs Blvd,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,244066,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,02,244066,0,0,0,2,661.078356475333
102165,1020132,PB24Y249,2800-3000 Reagan St,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,455969,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,455969,0,0,0,14,988.264967704545
102166,1020133,PB24Y250,300 Winslett Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,112733,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,02,112733,0,0,0,2,333.056954045758
102167,1020134,PB24Y171,14000-14800 Lasater Rd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,1989191,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,1989191,0,0,0,8,4951.39126769536
102168,1020135,PB24Y251,3000 Clover St,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,103556,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,02,103556,0,0,0,2,561.203325112521
102169,1020136,PB24Y252,3000 Plaudit Pl,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,232452,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,232452,0,0,0,13,461.180329255278
102170,1020137,PB24Y172,1900 Cadiz St,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,289131,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,02,289131,0,0,0,2,402.586445214954
102171,1020138,PB24Y253,300-400 N Henderson Ave,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,375561,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,375561,0,0,0,14,872.765008229281
102172,1020139,PB24Y254,3100 Longbow Ct,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,268026,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,268026,0,0,0,13,551.401430218752
102173,1020140,PB24Y173,2000 Live Oak St,N HARWOOD ST to OLIVE ST,2024,Street and Transportation,Street Resurfacing - Collectors,Remaining To Be Awarded,,,,,256899,,,,,,2025/03/01 06:00:00+00,,2025/03/01 06:00:00+00,,2025/04/12 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/30 06:00:00+00,,,2025/03/01 06:00:00+00,2025/03/01 06:00:00+00,2025/04/12 05:00:00+00,14,256899,256899,0,0,14,334.136858957575
102174,1020141,PB24Y255,3100 Tower Trl,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,220025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,220025,0,0,0,13,431.120308398704
102175,1020142,PB24Y174,2100-2200 S Ewing Ave,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,346972,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,04,346972,0,0,0,4,885.570976506213
102176,1020143,PB24Y256,3200 Dartmoor Ct,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,213690,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,213690,0,0,0,13,415.314002097678
102177,1020144,PB24Y175,2800-2900 Edd Rd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,315377,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,315377,0,0,0,8,1138.87225671986
102178,1020145,PB24Y257,3200 Little River Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,268351,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,268351,0,0,0,8,671.324466747686
102179,1020146,PB24Y258,3200-3300 Darvany Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,769478,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,06,769478,0,0,0,6,1923.73877249523
102180,1020147,PB24Y176,3100-3600 Jordan Valley Rd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,1319825,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,1319825,0,0,0,8,4290.89848754623
102181,1020148,PB24Y259,3200-3300 Lockmoor Ln,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,811469,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,06,811469,0,0,0,6,2028.17515836049
102182,1020149,PB24Y177,3200-3300 Bowen St,CARLISLE ST to TURTLE CREEK BLVD,2024,Street and Transportation,Street Resurfacing - Collectors,Remaining To Be Awarded,,Christopher Lutz,214-671-0077,christopher.lutz@dallascityhall.com,416902,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,14,416902,416902,0,0,14,708.374555549951
102183,1020150,PB24Y260,3300 High Bluff Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,285163,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,285163,0,0,0,13,713.225081059502
102184,1020151,PB24Y261,3300-3400 Concho St,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,287925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,287925,0,0,0,14,719.827363058162
102185,1020152,PB24Y178,3500-3700 Lawnview Ave,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,767285,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,07,767285,0,0,0,7,1247.63029152143
102186,1020153,PB24Y262,3300-3400 St Cloud Cir,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,1112227,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,1112227,0,0,0,13,2779.90798535013
102187,1020154,PB24Y263,3400 Bogata Blvd,WEBB CHAPEL RD to PARK LN,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,303600,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,06,303600,303600,0,0,6,758.936324412176
102188,1020155,PB24Y179,3600 Cedar Springs Rd,HOOD ST to WELBORN ST,2024,Street and Transportation,Street Resurfacing - Collectors,Remaining To Be Awarded,,,,,288981,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,14,288981,0,0,0,14,426.505201236248
102189,1020156,PB24Y264,3400-3500 Pacesetter Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,615891,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,615891,0,0,0,8,1540.56799489831
102190,1020157,PB24Y265,3500 Ingleside Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,215964,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,215964,0,0,0,13,540.358397689841
102191,1020158,PB24Y180,3700 Vilbig Rd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,177709,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,06,177709,0,0,0,6,320.933397910523
102192,1020159,PB24Y266,3500-3600 Valley Ridge Rd,PARK LN to MARSH LN,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,685497,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,06,685497,685497,0,0,6,1713.49964814391
102193,1020160,PB24Y267,3500-3700 N Versailles Ave,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,524356,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,524356,0,0,0,13,1311.68603915593
102194,1020161,PB24Y268,3500-4100 S Fitzhugh Ave (Local),,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,929157,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,07,929157,0,0,0,7,2323.43290761989
102195,1020162,PB24Y181,6000-6100 Churchill Way,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,399196,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/08/21 05:00:00+00,,,,,,11,399196,0,0,0,11,1038.66137065522
102196,1020163,PB24Y269,3600 Brown St,HOOD ST to WELBORN ST,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,168774,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,14,168774,168774,0,0,14,422.533347098553
102197,1020164,PB24Y270,3600 Pinebrook Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,126784,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,126784,0,0,0,8,316.869502364004
102198,1020165,PB24Y271,3600 Rockdale Dr,PARK LN to MARSH LN,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,Christopher Lutz,214-671-0077,christopher.lutz@dallascityhall.com,478000,,,,,,2025/03/01 06:00:00+00,,2025/03/01 06:00:00+00,,2025/04/12 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/03/01 06:00:00+00,2025/03/01 06:00:00+00,2025/04/12 05:00:00+00,06,478000,478000,0,0,6,1169.92136045817
102199,1020166,PB24Y182,7200 Merriman Pkwy,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,218157,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,10,218157,0,0,0,10,394.021395521842
102200,1020167,PB24Y272,3600-3800 Pacesetter Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,469939,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,469939,0,0,0,8,1175.55300636638
102201,1020168,PB24Y273,3700 Concho St,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,121180,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,121180,0,0,0,14,301.915236956333
102202,1020169,PB24Y183,800 Beckleymeade Ave,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,140592,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,140592,0,0,0,8,457.147044316489
102203,1020170,PB24Y274,3700 Meadowdale Ln,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,153668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/08/21 05:00:00+00,,,,,,13,153668,0,0,0,13,264.860539528189
102204,1020171,PB24Y184,800 Edd Rd,,2024,Street and Transportation,Street Resurfacing - Collectors,,,,,,124023,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,124023,0,0,0,8,448.220444560797
102205,1020172,PB24Y275,3700-3800 Pinebrook Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,342342,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,342342,0,0,0,8,855.459295290441
102206,1020173,PB24Y276,3800 Black Oak Dr,LOUD DR to BISHOP COLLEGE DR,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,250401,,,,,,2025/06/02 05:00:00+00,,2025/06/02 05:00:00+00,,2025/07/14 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/06/02 05:00:00+00,2025/06/02 05:00:00+00,2025/07/14 05:00:00+00,08,250401,250401,0,0,8,625.69111542238
102207,1020174,PB24Y277,3800 Treeline Dr,W FIVE MILE PKWY to TREELINE CIR,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,368739,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,04,368739,368739,0,0,4,921.927607719481
102208,1020175,PB24Y185,8300 Midpark Rd,ESPERANZA RD to MIDPARK RD,2024,Street and Transportation,Street Resurfacing - Collectors,Remaining To Be Awarded,,,,,289631,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,11,289631,0,0,0,11,523.091612068742
102209,1020176,PB24Y278,3800-3900 Wemdon Dr,MIXON DR to LENEL PL,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,501534,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,06,501534,501534,0,0,6,1254.44004174313
102210,1020177,PB24Y186,9100-9300 Markville Dr,,2024,Street and Transportation,Street Resurfacing - Collectors,Remaining To Be Awarded,,,,,975290,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,10,975290,975290,0,0,10,1585.22667330306
102211,1020178,PB24Y279,3900 Lovingood Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,268757,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/10/06 05:00:00+00,,,,,,08,268757,268757,0,0,8,672.258451753805
102212,1020179,PB24Y281,400 Realoaks Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,93565,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,08,93565,0,0,0,8,233.155938146341
102213,1020180,PB24Y187,"9100-9600 Boedeker St, 9100 Boedeker Cir",BOEDEKER CIR to WALNUT HILL LN Includes 9100 Boedeker Cir.,2024,Street and Transportation,Street Resurfacing - Collectors,Remaining To Be Awarded,,,,,2062660,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,13,2062660,2062660,0,0,13,3252.87980942191
102214,1020181,PB24Y282,4000 Texas College Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,374749,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/10/06 05:00:00+00,,,,,,08,374749,374749,0,0,8,937.363190458751
